"","company_name","investor_name"
"707","Akosha","Sequoia Capital"
"708","AkoubaCredit","Techstars"
"709","Akros Silicon","Levensohn Venture Partners"
"710","Akselworks","Startup Wise Guys"
"711","Alation","Andreessen Horowitz"
"712","Alation","Bloomberg Beta"
"713","Alation","Costanoa Venture Capital"
"714","Alation","Data Collective"
"715","Alation","General Catalyst Partners"
"716","Alaunus","Accelerator Centre"
"717","aLavadeira","CRP Companhia de Participações"
"718","aLavadeira","CVentures Primus"
"719","Albeado","Brillio"
"720","Alchemist Accelerator","Cisco Investments"
"721","Alchemist Accelerator","Draper Fisher Jurvetson (DFJ)"
"722","Alchemist Accelerator","Foundation Capital"
"723","Alchemist Accelerator","Khosla Ventures"
"724","Alchemist Accelerator","Mayfield Fund"
"725","Alchemist Accelerator","Salesforce"
"726","Alchemist Accelerator","SAP"
"727","Alchemist Accelerator","Siemens"
"728","Alchemist Accelerator","Tyco Ventures"
"729","Alchemist Accelerator","U.S. Venture Partners (USVP)"
"730","Alchemiya Media Limited","Crowdcube"
"731","Alcidion Corporation","Blue Sky Private Equity"
"732","Alcorn State University","U.S. Department of Agriculture"
"733","Aldento","Lean FUND"
"734","Aldento","Meusinvest"
"735","Alector","Google Ventures"
"736","Alector","Mission Bay Capital"
"737","Alector","MRL Ventures"
"738","Alector","OrbiMed Advisors"
"739","Alector","Polaris Partners"
"740","Alector","Topspin Partners"
"741","Aledade","ARCH Venture Partners"
"742","Aledade","Venrock"
"743","Aledia","ATI Technologies"
"744","Aledia","Braemar Energy Ventures"
"745","Aledia","CEA Investissement"
"746","Aledia","Demeter Partners"
"747","Aledia","Ecotechnology Fund"
"748","Aledia","IKEA GreenTech AB"
"749","Aledia","Sofinnova Partners"
"750","Aledia","Valeo"
"751","Alef Mobitech","Edward Lindqvist"
"752","Alef Mobitech","Leon Ariyan"
"753","Alef Mobitech","Select Venture Partners"
"754","Alert Media","Silverton Partners"
"755","Alexar Therapeutics","New Science Ventures"
"756","Alexar Therapeutics","Third Point Ventures"
"757","Algal Scientific","Evonik Industries"
"758","Algal Scientific","Formation 8"
"759","Algal Scientific","Independence Equity"
"760","Algolia","Accel"
"761","Algolia","Alven Capital"
"762","Algolia","Erik Swan"
"763","Algolia","Ilya Sukhar"
"764","Algolia","Kevin Rose"
"765","Algolia","Lead Edge Capital"
"766","Algolia","Point Nine Capital"
"767","Algolia","Solomon Hykes"
"768","Algolia","Storm Ventures"
"769","Aliada","Capital Invent"
"770","Aliada","DILA Capital"
"771","Aliada","VARIV Capital"
"772","Alianza","Grayhawk Capital"
"773","Alianza","Peninsula Ventures"
"774","Alianza","Signal Peak Ventures"
"775","ALICE App","645 Ventures"
"776","ALICE App","Jason Finger"
"777","ALICE App","neuehouse"
"778","ALICE App","Paul Appelbaum"
"779","ALICE App","Todd Arky"
"780","AlienVault","GGV Capital"
"781","AlienVault","IVP"
"782","AlienVault","Kleiner Perkins Caufield & Byers"
"783","AlienVault","Trident Capital"
"784","Align Commerce","Bay Hill Capital Management"
"785","Align Commerce","Boost VC"
"786","Align Commerce","Digital Currency Group"
"787","Align Commerce","Fenway Summer LLC"
"788","Align Commerce","Kleiner Perkins Caufield & Byers"
"789","Align Commerce","NyCa Investment Partners"
"790","Align Commerce","Pantera Capital"
"791","Align Commerce","Philippe Suchet"
"792","Align Commerce","Recruit Venture Partners"
"793","Align Commerce","Solon Mack Capital"
"794","Align Commerce","The Whittemore Collection"
"795","Alignable","Mayfield Fund"
"796","Alignable","NextView Ventures"
"797","Alignable","Saturn Partners"
"798","AlikeAudience","Plug & Play Ventures"
"799","Alkemics","Index Ventures"
"800","Alkemics","Partech Ventures"
"801","Allakos","Alta Partners"
"802","Allakos","DeNovo Ventures"
"803","Allakos","RiverVest"
"804","Allakos","Roche Venture Fund"
"805","Allay","500 Startups"
"806","Allay","AngelPad"
"807","Allay","Arnold Capital"
"808","Allay","BlueCross BlueShield Venture Partners"
"809","Allay","Geoff Entress"
"810","Allay","Insure.VC"
"811","Allay","Ryan Holmes"
"812","Allay","Sandbox Industries"
"813","Allay","Thomas Korte"
"814","Allbound","Canal Partners"
"815","Allbound","Tallwave Capital"
"816","Allcancode","IQbility"
"817","Alleantia","TechFounders"
"818","Allegro Ophthalmics","Hanmi Pharmaceutical"
"819","Allegro Ophthalmics","Helmsley Charitable"
"820","Allergen Research Corporation","Adage Capital Management"
"821","Allergen Research Corporation","Aisling Capital"
"822","Allergen Research Corporation","Fidelity Management & Research"
"823","Allergen Research Corporation","Foresite Capital"
"824","Allergen Research Corporation","Longitude Capital"
"825","Allergen Research Corporation","RA Capital Management"
"826","AlleyNYC","Entrepreneur Media"
"827","AlleyNYC","Vandewater Capital Holdings"
"828","Alliance of Angels","Geoff Entress"
"829","Alliance of Angels","Madrona Venture Group"
"830","Alliance of Angels","Michael Schutzler"
"831","Alliance of Angels","Steve Singh"
"832","Alliance of Angels","Trilogy Equity Partners"
"833","Alliance of Angels","Voyager Capital"
"834","Allied Aerofoam Product","Levine Leichtman Capital Partners"
"835","Allocadia","Altos Ventures"
"836","Allocadia","Don Mattrick"
"837","Allocadia","Illuminate Ventures"
"838","Allocadia","iNovia Capital"
"839","Allocadia","Nanon de Gaspe Beaubien-Mattrick"
"840","Allocadia","Norm Francis"
"841","Allocadia","Susquehanna Growth Equity"
"842","Allovue","Baltimore Angels"
"843","Allovue","Baltimore Boost Fund"
"844","Allovue","Red House Education"
"845","Allovue","Serious Change II"
"846","AllSeated","Magma Venture Partners"
"847","Allset","Alexandr Chernyak"
"848","Allset","SMRK VC Fund"
"849","Allstay","Tidesquare"
"850","Allstay","Travel.jp"
"851","Allstay","Venture Republic"
"852","Ally Commerce","UPS Strategic Enterprise Fund"
"853","Allygrow Technologies","Zodius Capital"
"854","Almalence","Intel Capital"
"855","AlmaMapper","Oswal Techno Ventures"
"856","Alodokter","500 Startups"
"857","Alodokter","Fenox Venture Capital"
"858","Alodokter","Golden Gate Ventures"
"859","Alodokter","Lim Der Shing"
"860","Alpaca","Architype Ventures"
"861","Alpaca","Bip Systems"
"862","Alpaca","NEC Capital Solution"
"863","Alpaca","Shinji Kimura"
"864","Alpaca","SMBC Venture Capital"
"865","Alpha Moda Lab","Flint Capital"
"866","Alpha Moda Lab","Tallwave Capital"
"867","Alpha UX","Spider Capital Partners"
"868","AlphaClone","Operative Capital"
"869","AlphaDraft","Amplify.LA"
"870","AlphaDraft","Basset Investment Group"
"871","AlphaDraft","David Stern"
"872","AlphaDraft","Greycroft Partners"
"873","AlphaDraft","IDG Capital Partners"
"874","AlphaDraft","IDG Ventures USA"
"875","AlphaDraft","KEC Ventures"
"876","AlphaDraft","Melo7 Tech Partners"
"877","AlphaDraft","Metamorphic Ventures"
"878","AlphaDraft","QueensBridge Venture Partners"
"879","AlphaDraft","Upfront Ventures"
"880","AlphaDraft","William Morris Endeavor Entertainment,"
"881","AlphaDraft","WME"
"882","ALPHAEON Corporation","Chow Tai Fook"
"883","ALPHAEON Corporation","H&S Ventures"
"884","ALPHAEON Corporation","Longitude Capital"
"885","ALPHAEON Corporation","Longitude Capital Management"
"886","ALPHAEON Corporation","Sailing Capital"
"887","ALPHAHEDGE","Envestnet"
"888","AlterG","Oxford Finance Corporation"
"889","AlterG","Silicon Valley Bank"
"890","Alteryx, Inc.","Iconiq Capital"
"891","Alteryx, Inc.","Insight Venture Partners"
"892","Alteryx, Inc.","Meritech Capital Partners"
"893","Althea inc.","500 Startups"
"894","Althea inc.","BonAngels Venture Partners"
"895","Althemy","Eleven"
"896","Altitude Angel","Kevin Beales"
"897","Altitude Digital","FastPay"
"898","Altocloud","ACT Venture Capital"
"899","Altocloud","Digicel"
"900","AltSchool","Adrian Aoun"
"901","AltSchool","Andreessen Horowitz"
"902","AltSchool","Emerson Collective"
"903","AltSchool","First Round"
"904","AltSchool","Founders Fund"
"905","AltSchool","Harrison Metal"
"906","AltSchool","John Doerr"
"907","AltSchool","Jonathan Sackler"
"908","AltSchool","Learn Capital"
"909","AltSchool","Mark Zuckerberg"
"910","AltSchool","Omidyar Network"
"911","AltspaceVR","Comcast Ventures"
"912","AltspaceVR","Dolby Family Ventures"
"913","AltspaceVR","Lux Capital"
"914","AltspaceVR","Maven Ventures Growth Labs"
"915","AltspaceVR","Promus Ventures"
"916","AltspaceVR","Raine Ventures"
"917","AltspaceVR","Rothenberg Ventures"
"918","AltspaceVR","Streamlined Ventures"
"919","AltspaceVR","Western Technology Investment"
"920","AltusCampus","gener8tor"
"921","altusInsight GmbH","High-Tech Gruenderfonds"
"922","Alumni Spaces","Entrepreneurs Roundtable Accelerator"
"923","alva","Grafton Capital"
"924","Alzheon","Ally Bridge Group"
"925","Amagi Media Labs","PremjiInvest"
"926","Ambassador","Arthur Ventures"
"927","Ambassador","Ludlow Ventures"
"928","Ambassador","Matchstick Ventures"
"929","Ambassador","Social Starts"
"930","Ambassador","Zelkova Ventures"
"931","Amberjack","BoxGroup"
"932","Amberjack","Jay Livingston"
"933","Amberjack","Josh Abramson"
"934","Amberjack","Kevin Colleran"
"935","Amberjack","Prehype"
"936","Amberjack","Scott Belsky"
"937","Amberjack","Slow Ventures"
"938","Ambicare Health Limited","SyndicateRoom"
"939","Ambie","Techstars"
"940","Ambient Fytns Technology","Miller Gold"
"941","Ambronite","Jawed Karim"
"942","Ameraki Institute Inc","Oluwole Aiyela"
"943","American Aerospace","Ben Franklin Technology Partners of Southeastern Pennsylvania"
"944","American Clinical Solutions","Capitala Finance"
"945","American Prison Data Systems","Converge Venture Partners"
"946","American Prison Data Systems","FinTech Collective"
"947","American Well","Inventure Partners"
"948","Amerigen Pharmaceuticals","Shanghai Fosun Pharmaceutical"
"949","Ameritas Technologies","Moneta Ventures"
"950","Ameyo","Forum Synergies"
"951","Amicus","Aditya Sood"
"952","Amigobulls","LetsVenture"
"953","Amigobulls","Sharad Sharma"
"954","Amigobulls","Vijay Anand"
"955","Amino","Accel"
"956","Amino","CRV"
"957","Amino","Rock Health"
"958","Amino Apps","Union Square Ventures"
"959","Amino Apps","Venrock"
"960","Aminolabs","SOSV"
"961","Amistad Energy Partners","Kayne Anderson Energy Funds"
"962","AmnioChor","Musculoskeletal Transplant Foundation"
"963","AmnioChor Inc","Musculoskeletal Transplant Foundation"
"964","AmnioLife","Fountainhead Investment Partners"
"965","AMO Pharma","Woodford Investment Management"
"966","AMO Pharma","Woodford Patient Capital"
"967","Amp Your Good","FOOD-X"
"968","Amp Your Good","SOSV"
"969","Amper Music","HDS Capital"
"970","Amphora Medical","Baird Capital"
"971","Ample Hills Creamery","Brooklyn Bridge Ventures"
"972","Ample Hills Creamery","Lerer Hippeau Ventures"
"973","Ample Hills Creamery","Red Sea Ventures"
"974","Ample Hills Creamery","RiverPark Ventures"
"975","Ample Hills Creamery","Struck Capital"
"976","Ample Hills Creamery","Tom Potter"
"977","Amplience","Columbia Lake Partners"
"978","Amplience","Northstar Ventures"
"979","Amplience","Octopus Ventures"
"980","Amplience","Silicon Valley Bank"
"981","Amplifinity","Draper Triangle"
"982","Amplifinity","West Capital Advisors LLC"
"983","Amplion Research","Bend Venture Conference"
"984","Amplion Research","Cascade Angels Fund"
"985","Amplion Research","Portland Seed Fund"
"986","Amplion Research","Seven Peaks Ventures"
"987","Amplitude","Benchmark"
"988","Amplitude","Charlie Cheever"
"989","Amplitude","Data Collective"
"990","Amplitude","Dave Morin"
"991","Amplitude","Merus Capital"
"992","Amplitude","Quest Venture Partners"
"993","Amplyx Pharmaceuticals","BioMed Ventures"
"994","Amplyx Pharmaceuticals","New Enterprise Associates"
"995","Amplyx Pharmaceuticals","RiverVest"
"996","Ampsy","Bradley C. Harrison"
"997","Ampsy","kperdew"
"998","Ampsy","Scout Ventures"
"999","Ampt","Bohemian Investments"
"1000","Ampt","Doug Schatz"
"1001","Ampt","Schatz Family Trust"
"1002","Ampush","Red Ventures"
"1003","AMPY","Clean Energy Trust"
"1004","AMPY","Howard Tullman"
"1005","AMPY","John DiNardi"
"1006","AMPY","NewGen Venture Partners"
"1007","AMPY","Steve Olechowski"
"1008","Amrest","Finaccess Capital"
"1009","Amteck","Trive Capital Holdings"
"1010","AmWINS Group","PSP INVESTMENTS"
"1011","Amygdala Neuroscience","Asset Management Ventures (AMV)"
"1012","Anacail","IP Group Plc"
"1013","Anacail","Scottish Investment Bank"
"1014","Anacail","Sussex Place Ventures"
"1015","Anakage","CIO Angel Network"
"1016","Analogy Co.","P3 Invest Zrt"
"1017","analyticsMD","Fenox Venture Capital"
"1018","Ananas","CanopyBoulder"
"1019","AnaptysBio","BioMed Ventures"
"1020","AnaptysBio","BVF Partners"
"1021","AnaptysBio","Cormorant Asset Management"
"1022","AnaptysBio","Frazier Healthcare Partners"
"1023","AnaptysBio","HBM Healthcare Investments AG"
"1024","Anatrope","Mach37"
"1025","Anchor Fabrication","MB Business Capital"
"1026","Anchor Fabrication","Spell Capital Partners"
"1027","Ancoa Software","Buysse & Partners"
"1028","Ancoa Software","LEM Capital"
"1029","Ancoa Software","SmartFin Capital"
"1030","Ancoa Software","Velocity Capital Private Equity"
"1031","Andela","Arena Ventures"
"1032","Andela","Spark Capital"
"1033","Andela","Susa Ventures"
"1034","ANDIAST","Frank Marthaler"
"1035","Andy OS, inc.","500 Startups"
"1036","Andy OS, inc.","Andy Rankin"
"1037","Andy OS, inc.","David Selinger"
"1038","Andy OS, inc.","Kima Ventures"
"1039","Andy OS, inc.","Marc Bell Ventures"
"1040","Andy OS, inc.","TenOneTen Ventures"
"1041","Anews, Inc.","101 Startups"
"1042","Anews, Inc.","Run Capital Investment Fund"
"1043","Anews, Inc.","TMT Investments"
"1044","Angani","Africa Angels Network"
"1045","Angani","Invested Development"
"1046","Angani","Savannah Fund"
"1047","Angel Baby","Eleven"
"1048","AngelVest","SOSV"
"1049","AngioSlide","Agate Medical Investments"
"1050","AngioSlide","DiNova Venture Partners"
"1051","AngioSlide","TriVentures"
"1052","AngioSlide","Viola Credit"
"1053","AngioSlide","Viola Partners"
"1054","AngioSlide","XT Investments"
"1055","ANGL","Conor Fund"
"1056","Anglo European Group","Octopus Investments"
"1057","Animail","Egmont Publishing"
"1058","Animail","Optimizer Invest"
"1059","Animail","Verdane Capital Advisors"
"1060","Animalbox","Europexpo"
"1061","Animalbox","L'Accélérateur"
"1062","Animalbox","Network Finances"
"1063","AniMeals","Houston Angel Network"
"1064","Animoca Brands Corporation","Ourpalm"
"1065","Ankasa Regenerative Therapeutics","Avalon Ventures"
"1066","Ankasa Regenerative Therapeutics","Correlation Ventures"
"1067","Ankasa Regenerative Therapeutics","Heraeus"
"1068","Annapurna Microfinace","Samridhi Fund"
"1069","Annelutfen.com","Elixir Capital Management"
"1070","Anpac","Zhangjiang Science & Technology Investment Corporation"
"1071","Ansrsource","Accel"
"1072","AnswerDash","Arnold Venture Group"
"1073","AnswerDash","Summit Capital"
"1074","AnswerDash","The W Fund"
"1075","AnswerDash","Voyager Capital"
"1076","AnswerDash","WRF Capital"
"1077","ANT Financial","National Social Security Fund (NSSF)"
"1078","Anthology","Dawn Lepore"
"1079","Anti-Germ & Medentech","Paragon Partners"
"1080","antiSocialMedia.tv","Funding Tree"
"1081","Antix","Silicon Beach"
"1082","Antlos","Incos Invest"
"1083","antsquare","Ting Ye"
"1084","antsquare","Xiaodong Zhu"
"1085","antsquare","Yongming Xu"
"1086","Antuit","Goldman Sachs"
"1087","Antuit","Zodius Capital"
"1088","Any+Times","DeNA"
"1089","Any+Times","GREE"
"1090","AnyClip Media","GTI Capital"
"1091","AnyClip Media","Jerusalem Venture Partners (JVP)"
"1092","AnyClip Media","Limelight Networks"
"1093","AnyClip Media","Roman Abramovich"
"1094","AnyCloud","The Startup Factory"
"1095","AnyPerk","DCM Ventures"
"1096","AnyPerk","Digital Garage"
"1097","Anywhere 2 Go Co., Ltd.","500 Startups"
"1098","Anywhere 2 Go Co., Ltd.","500 Tuk Tuk"
"1099","Anywhere 2 Go Co., Ltd.","CyberAgent Ventures"
"1100","Anywhere 2 Go Co., Ltd.","DTAC"
"1101","Anywhere 2 Go Co., Ltd.","Golden Gate Ventures"
"1102","Anywhere 2 Go Co., Ltd.","Private investors"
"1103","Aoliday","Gobi Partners"
"1104","Apama Medical","Ascension Ventures"
"1105","Apama Medical","Incept"
"1106","Apama Medical","ONSET Ventures"
"1107","Apartment List","John Burbank"
"1108","Aperiomics, Inc.","National Science Foundation- SBIR/STTR Program"
"1109","Apervita","Baird Capital"
"1110","Apervita","GE Ventures"
"1111","Apervita","Math Venture Partners"
"1112","Apervita","Pritzker Group Venture Capital"
"1113","Apester","Giora Kaplan"
"1114","Apester","Mangrove Capital Partners"
"1115","Apester","Morris Kahn"
"1116","Apester","Tal Kerret"
"1117","Apester","Tal Simantov"
"1118","Apester","Wellborn Ventures"
"1119","API Fortress","500 Startups"
"1120","API Fortress","Entrepreneurs Roundtable Accelerator"
"1121","API Fortress","Kernel Capital"
"1122","Api.ai","Alpine"
"1123","Api.ai","Alpine Technology Ventures"
"1124","Api.ai","Intel Capital"
"1125","Api.ai","Motorola Solutions Venture Capital"
"1126","Api.ai","SAIC Capital"
"1127","Apiary","Baseline Ventures"
"1128","Apiary","Credo Ventures"
"1129","Apiary","FlyBridGe"
"1130","APICloud","Microsoft Ventures"
"1131","APImetrics","Bain Capital Ventures"
"1132","apiOmat","TGFS - Technologiegruenderfonds Sachsen"
"1133","Apitope","LRM"
"1134","Apitope","PMV Pharmaceutcals"
"1135","Apitope","Vesalius Biocapital Partners"
"1136","Apitope","Wales Life Sciences Investment Fund"
"1137","Apitope","Wyvern Seed Fund"
"1138","APL Software","Accomplice"
"1139","APL Software","Cheng Wu"
"1140","APL Software","Wing Venture Capital"
"1141","Aplazame","Avesta Holdings Group"
"1142","Aplazame","Cabiedes & Partners"
"1143","Aplazame","Fernando Cabello-Astolfi"
"1144","Aplazame","François Derbaix"
"1145","Aplazame","Samarkanda S.L."
"1146","Apollo Endosurgery","Athyrium Capital Management, LP"
"1147","Apozy","Kevin Mahaffey"
"1148","App Annie","e.ventures"
"1149","App Annie","Greycroft Partners"
"1150","App Annie","IDG Capital Partners"
"1151","App Annie","IVP"
"1152","App Annie","Sequoia Capital"
"1153","App Media","Drukka Startup Studio"
"1154","App Press","M25 Group"
"1155","Appbase","Techstars"
"1156","Appcast, Inc","Baird Capital"
